OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10505,MEREP,3,4/14/1997 12:00:00 AM,5/12/1997 12:00:00 AM,4/21/1997 12:00:00 AM,3,"$7,130.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,KOENE,9,4/15/1997 12:00:00 AM,5/13/1997 12:00:00 AM,5/2/1997 12:00:00 AM,2,"$21,190.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10507,ANTON,7,4/15/1997 12:00:00 AM,5/13/1997 12:00:00 AM,4/22/1997 12:00:00 AM,1,"$47,450.00",Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10508,OTTIK,1,4/16/1997 12:00:00 AM,5/14/1997 12:00:00 AM,5/13/1997 12:00:00 AM,2,"$4,990.00",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10509,BLAUS,4,4/17/1997 12:00:00 AM,5/15/1997 12:00:00 AM,4/29/1997 12:00:00 AM,1,"$0,150.00",Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,SAVEA,6,4/18/1997 12:00:00 AM,5/16/1997 12:00:00 AM,4/28/1997 12:00:00 AM,3,"$367,630.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,BONAP,4,4/18/1997 12:00:00 AM,5/16/1997 12:00:00 AM,4/21/1997 12:00:00 AM,3,"$350,640.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10512,FAMIA,7,4/21/1997 12:00:00 AM,5/19/1997 12:00:00 AM,4/24/1997 12:00:00 AM,2,"$3,530.00",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10513,WANDK,7,4/22/1997 12:00:00 AM,6/3/1997 12:00:00 AM,4/28/1997 12:00:00 AM,1,"$105,650.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10514,ERNSH,3,4/22/1997 12:00:00 AM,5/20/1997 12:00:00 AM,5/16/1997 12:00:00 AM,2,"$789,950.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,QUICK,2,4/23/1997 12:00:00 AM,5/7/1997 12:00:00 AM,5/23/1997 12:00:00 AM,1,"$204,470.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10516,HUNGO,2,4/24/1997 12:00:00 AM,5/22/1997 12:00:00 AM,5/1/1997 12:00:00 AM,3,"$62,780.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,NORTS,3,4/24/1997 12:00:00 AM,5/22/1997 12:00:00 AM,4/29/1997 12:00:00 AM,3,"$32,070.00",North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10518,TORTU,4,4/25/1997 12:00:00 AM,5/9/1997 12:00:00 AM,5/5/1997 12:00:00 AM,2,"$218,150.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10519,CHOPS,6,4/28/1997 12:00:00 AM,5/26/1997 12:00:00 AM,5/1/1997 12:00:00 AM,3,"$91,760.00",Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10520,SANTG,7,4/29/1997 12:00:00 AM,5/27/1997 12:00:00 AM,5/1/1997 12:00:00 AM,1,"$13,370.00",Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10521,CACTU,8,4/29/1997 12:00:00 AM,5/27/1997 12:00:00 AM,5/2/1997 12:00:00 AM,2,"$17,220.00",Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,LEHMS,4,4/30/1997 12:00:00 AM,5/28/1997 12:00:00 AM,5/6/1997 12:00:00 AM,1,"$45,330.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10523,SEVES,7,5/1/1997 12:00:00 AM,5/29/1997 12:00:00 AM,5/30/1997 12:00:00 AM,2,"$77,630.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,BERGS,1,5/1/1997 12:00:00 AM,5/29/1997 12:00:00 AM,5/7/1997 12:00:00 AM,2,"$244,790.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10525,BONAP,1,5/2/1997 12:00:00 AM,5/30/1997 12:00:00 AM,5/23/1997 12:00:00 AM,2,"$11,060.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10526,WARTH,4,5/5/1997 12:00:00 AM,6/2/1997 12:00:00 AM,5/15/1997 12:00:00 AM,2,"$58,590.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10527,QUICK,7,5/5/1997 12:00:00 AM,6/2/1997 12:00:00 AM,5/7/1997 12:00:00 AM,1,"$41,900.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10528,GREAL,6,5/6/1997 12:00:00 AM,5/20/1997 12:00:00 AM,5/9/1997 12:00:00 AM,2,"$3,350.00",Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,5,5/7/1997 12:00:00 AM,6/4/1997 12:00:00 AM,5/9/1997 12:00:00 AM,2,"$66,690.00",Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10530,PICCO,3,5/8/1997 12:00:00 AM,6/5/1997 12:00:00 AM,5/12/1997 12:00:00 AM,2,"$339,220.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,OCEAN,7,5/8/1997 12:00:00 AM,6/5/1997 12:00:00 AM,5/19/1997 12:00:00 AM,1,"$8,120.00",Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10532,EASTC,7,5/9/1997 12:00:00 AM,6/6/1997 12:00:00 AM,5/12/1997 12:00:00 AM,3,"$74,460.00",Eastern Connection,35 King George,London,,WX3 6FW,UK
10533,FOLKO,8,5/12/1997 12:00:00 AM,6/9/1997 12:00:00 AM,5/22/1997 12:00:00 AM,1,"$188,040.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10534,LEHMS,8,5/12/1997 12:00:00 AM,6/9/1997 12:00:00 AM,5/14/1997 12:00:00 AM,2,"$27,940.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10535,ANTON,4,5/13/1997 12:00:00 AM,6/10/1997 12:00:00 AM,5/21/1997 12:00:00 AM,1,"$15,640.00",Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10536,LEHMS,3,5/14/1997 12:00:00 AM,6/11/1997 12:00:00 AM,6/6/1997 12:00:00 AM,2,"$58,880.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10537,RICSU,1,5/14/1997 12:00:00 AM,5/28/1997 12:00:00 AM,5/19/1997 12:00:00 AM,1,"$78,850.00",Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10538,BSBEV,9,5/15/1997 12:00:00 AM,6/12/1997 12:00:00 AM,5/16/1997 12:00:00 AM,3,"$4,870.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10539,BSBEV,6,5/16/1997 12:00:00 AM,6/13/1997 12:00:00 AM,5/23/1997 12:00:00 AM,3,"$12,360.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10540,QUICK,3,5/19/1997 12:00:00 AM,6/16/1997 12:00:00 AM,6/13/1997 12:00:00 AM,3,"$1007,640.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10541,HANAR,2,5/19/1997 12:00:00 AM,6/16/1997 12:00:00 AM,5/29/1997 12:00:00 AM,1,"$68,650.00",Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10542,KOENE,1,5/20/1997 12:00:00 AM,6/17/1997 12:00:00 AM,5/26/1997 12:00:00 AM,3,"$10,950.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10543,LILAS,8,5/21/1997 12:00:00 AM,6/18/1997 12:00:00 AM,5/23/1997 12:00:00 AM,2,"$48,170.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,LONEP,4,5/21/1997 12:00:00 AM,6/18/1997 12:00:00 AM,5/30/1997 12:00:00 AM,1,"$24,910.00",Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,LAZYK,8,5/22/1997 12:00:00 AM,6/19/1997 12:00:00 AM,6/26/1997 12:00:00 AM,2,"$11,920.00",Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,VICTE,1,5/23/1997 12:00:00 AM,6/20/1997 12:00:00 AM,5/27/1997 12:00:00 AM,3,"$194,720.00",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10547,SEVES,3,5/23/1997 12:00:00 AM,6/20/1997 12:00:00 AM,6/2/1997 12:00:00 AM,2,"$178,430.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10548,TOMSP,3,5/26/1997 12:00:00 AM,6/23/1997 12:00:00 AM,6/2/1997 12:00:00 AM,2,"$1,430.00",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10549,QUICK,5,5/27/1997 12:00:00 AM,6/10/1997 12:00:00 AM,5/30/1997 12:00:00 AM,1,"$171,240.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10550,GODOS,7,5/28/1997 12:00:00 AM,6/25/1997 12:00:00 AM,6/6/1997 12:00:00 AM,3,"$4,320.00",Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10551,FURIB,4,5/28/1997 12:00:00 AM,7/9/1997 12:00:00 AM,6/6/1997 12:00:00 AM,3,"$72,950.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,HILAA,2,5/29/1997 12:00:00 AM,6/26/1997 12:00:00 AM,6/5/1997 12:00:00 AM,1,"$83,220.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,WARTH,2,5/30/1997 12:00:00 AM,6/27/1997 12:00:00 AM,6/3/1997 12:00:00 AM,2,"$149,490.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10554,OTTIK,4,5/30/1997 12:00:00 AM,6/27/1997 12:00:00 AM,6/5/1997 12:00:00 AM,3,"$120,970.00",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10555,SAVEA,6,6/2/1997 12:00:00 AM,6/30/1997 12:00:00 AM,6/4/1997 12:00:00 AM,3,"$252,490.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,SIMOB,2,6/3/1997 12:00:00 AM,7/15/1997 12:00:00 AM,6/13/1997 12:00:00 AM,1,"$9,800.00",Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10557,LEHMS,9,6/3/1997 12:00:00 AM,6/17/1997 12:00:00 AM,6/6/1997 12:00:00 AM,2,"$96,720.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10558,AROUT,1,6/4/1997 12:00:00 AM,7/2/1997 12:00:00 AM,6/10/1997 12:00:00 AM,2,"$72,970.00",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,BLONP,6,6/5/1997 12:00:00 AM,7/3/1997 12:00:00 AM,6/13/1997 12:00:00 AM,1,"$8,050.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10560,FRANK,8,6/6/1997 12:00:00 AM,7/4/1997 12:00:00 AM,6/9/1997 12:00:00 AM,1,"$36,650.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10561,FOLKO,2,6/6/1997 12:00:00 AM,7/4/1997 12:00:00 AM,6/9/1997 12:00:00 AM,2,"$242,210.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10562,REGGC,1,6/9/1997 12:00:00 AM,7/7/1997 12:00:00 AM,6/12/1997 12:00:00 AM,1,"$22,950.00",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10563,RICAR,2,6/10/1997 12:00:00 AM,7/22/1997 12:00:00 AM,6/24/1997 12:00:00 AM,2,"$60,430.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10564,RATTC,4,6/10/1997 12:00:00 AM,7/8/1997 12:00:00 AM,6/16/1997 12:00:00 AM,3,"$13,750.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,MEREP,8,6/11/1997 12:00:00 AM,7/9/1997 12:00:00 AM,6/18/1997 12:00:00 AM,2,"$7,150.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10566,BLONP,9,6/12/1997 12:00:00 AM,7/10/1997 12:00:00 AM,6/18/1997 12:00:00 AM,1,"$88,400.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10567,HUNGO,1,6/12/1997 12:00:00 AM,7/10/1997 12:00:00 AM,6/17/1997 12:00:00 AM,1,"$33,970.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10568,GALED,3,6/13/1997 12:00:00 AM,7/11/1997 12:00:00 AM,7/9/1997 12:00:00 AM,3,"$6,540.00",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10569,RATTC,5,6/16/1997 12:00:00 AM,7/14/1997 12:00:00 AM,7/11/1997 12:00:00 AM,1,"$58,980.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,MEREP,3,6/17/1997 12:00:00 AM,7/15/1997 12:00:00 AM,6/19/1997 12:00:00 AM,3,"$188,990.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10571,ERNSH,8,6/17/1997 12:00:00 AM,7/29/1997 12:00:00 AM,7/4/1997 12:00:00 AM,3,"$26,060.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10572,BERGS,3,6/18/1997 12:00:00 AM,7/16/1997 12:00:00 AM,6/25/1997 12:00:00 AM,2,"$116,430.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10573,ANTON,7,6/19/1997 12:00:00 AM,7/17/1997 12:00:00 AM,6/20/1997 12:00:00 AM,3,"$84,840.00",Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10574,TRAIH,4,6/19/1997 12:00:00 AM,7/17/1997 12:00:00 AM,6/30/1997 12:00:00 AM,2,"$37,600.00","Trail's Head Gourmet Provisioners",722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,MORGK,5,6/20/1997 12:00:00 AM,7/4/1997 12:00:00 AM,6/30/1997 12:00:00 AM,1,"$127,340.00",Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10576,TORTU,3,6/23/1997 12:00:00 AM,7/7/1997 12:00:00 AM,6/30/1997 12:00:00 AM,3,"$18,560.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10577,TRAIH,9,6/23/1997 12:00:00 AM,8/4/1997 12:00:00 AM,6/30/1997 12:00:00 AM,2,"$25,410.00","Trail's Head Gourmet Provisioners",722 DaVinci Blvd.,Kirkland,WA,98034,USA
10578,BSBEV,4,6/24/1997 12:00:00 AM,7/22/1997 12:00:00 AM,7/25/1997 12:00:00 AM,3,"$29,600.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10579,LETSS,1,6/25/1997 12:00:00 AM,7/23/1997 12:00:00 AM,7/4/1997 12:00:00 AM,2,"$13,730.00","Let's Stop N Shop",87 Polk St. Suite 5,San Francisco,CA,94117,USA
10580,OTTIK,4,6/26/1997 12:00:00 AM,7/24/1997 12:00:00 AM,7/1/1997 12:00:00 AM,3,"$75,890.00",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10581,FAMIA,3,6/26/1997 12:00:00 AM,7/24/1997 12:00:00 AM,7/2/1997 12:00:00 AM,1,"$3,010.00",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10582,BLAUS,3,6/27/1997 12:00:00 AM,7/25/1997 12:00:00 AM,7/14/1997 12:00:00 AM,2,"$27,710.00",Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10583,WARTH,2,6/30/1997 12:00:00 AM,7/28/1997 12:00:00 AM,7/4/1997 12:00:00 AM,2,"$7,280.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10584,BLONP,4,6/30/1997 12:00:00 AM,7/28/1997 12:00:00 AM,7/4/1997 12:00:00 AM,1,"$59,140.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10585,WELLI,7,7/1/1997 12:00:00 AM,7/29/1997 12:00:00 AM,7/10/1997 12:00:00 AM,1,"$13,410.00",Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10586,REGGC,9,7/2/1997 12:00:00 AM,7/30/1997 12:00:00 AM,7/9/1997 12:00:00 AM,1,"$0,480.00",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10587,QUEDE,1,7/2/1997 12:00:00 AM,7/30/1997 12:00:00 AM,7/9/1997 12:00:00 AM,1,"$62,520.00",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10588,QUICK,2,7/3/1997 12:00:00 AM,7/31/1997 12:00:00 AM,7/10/1997 12:00:00 AM,3,"$194,670.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10589,GREAL,8,7/4/1997 12:00:00 AM,8/1/1997 12:00:00 AM,7/14/1997 12:00:00 AM,2,"$4,420.00",Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10590,MEREP,4,7/7/1997 12:00:00 AM,8/4/1997 12:00:00 AM,7/14/1997 12:00:00 AM,3,"$44,770.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10591,VAFFE,1,7/7/1997 12:00:00 AM,7/21/1997 12:00:00 AM,7/16/1997 12:00:00 AM,1,"$55,920.00",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10592,LEHMS,3,7/8/1997 12:00:00 AM,8/5/1997 12:00:00 AM,7/16/1997 12:00:00 AM,1,"$32,100.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10593,LEHMS,7,7/9/1997 12:00:00 AM,8/6/1997 12:00:00 AM,8/13/1997 12:00:00 AM,2,"$174,200.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10594,OLDWO,3,7/9/1997 12:00:00 AM,8/6/1997 12:00:00 AM,7/16/1997 12:00:00 AM,2,"$5,240.00",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10595,ERNSH,2,7/10/1997 12:00:00 AM,8/7/1997 12:00:00 AM,7/14/1997 12:00:00 AM,1,"$96,780.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10596,WHITC,8,7/11/1997 12:00:00 AM,8/8/1997 12:00:00 AM,8/12/1997 12:00:00 AM,1,"$16,340.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10597,PICCO,7,7/11/1997 12:00:00 AM,8/8/1997 12:00:00 AM,7/18/1997 12:00:00 AM,3,"$35,120.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10598,RATTC,1,7/14/1997 12:00:00 AM,8/11/1997 12:00:00 AM,7/18/1997 12:00:00 AM,3,"$44,420.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10599,BSBEV,6,7/15/1997 12:00:00 AM,8/26/1997 12:00:00 AM,7/21/1997 12:00:00 AM,3,"$29,980.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10600,HUNGC,4,7/16/1997 12:00:00 AM,8/13/1997 12:00:00 AM,7/21/1997 12:00:00 AM,1,"$45,130.00",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,7,7/16/1997 12:00:00 AM,8/27/1997 12:00:00 AM,7/22/1997 12:00:00 AM,1,"$58,300.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10602,VAFFE,8,7/17/1997 12:00:00 AM,8/14/1997 12:00:00 AM,7/22/1997 12:00:00 AM,2,"$2,920.00",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10603,SAVEA,8,7/18/1997 12:00:00 AM,8/15/1997 12:00:00 AM,8/8/1997 12:00:00 AM,2,"$48,770.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,1,7/18/1997 12:00:00 AM,8/15/1997 12:00:00 AM,7/29/1997 12:00:00 AM,1,"$7,460.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10605,MEREP,1,7/21/1997 12:00:00 AM,8/18/1997 12:00:00 AM,7/29/1997 12:00:00 AM,2,"$379,130.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10606,TRADH,4,7/22/1997 12:00:00 AM,8/19/1997 12:00:00 AM,7/31/1997 12:00:00 AM,3,"$79,400.00",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,5,7/22/1997 12:00:00 AM,8/19/1997 12:00:00 AM,7/25/1997 12:00:00 AM,1,"$200,240.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,4,7/23/1997 12:00:00 AM,8/20/1997 12:00:00 AM,8/1/1997 12:00:00 AM,2,"$27,790.00",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10609,DUMON,7,7/24/1997 12:00:00 AM,8/21/1997 12:00:00 AM,7/30/1997 12:00:00 AM,2,"$1,850.00",Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10610,LAMAI,8,7/25/1997 12:00:00 AM,8/22/1997 12:00:00 AM,8/6/1997 12:00:00 AM,1,"$26,780.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10611,WOLZA,6,7/25/1997 12:00:00 AM,8/22/1997 12:00:00 AM,8/1/1997 12:00:00 AM,2,"$80,650.00",Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10612,SAVEA,1,7/28/1997 12:00:00 AM,8/25/1997 12:00:00 AM,8/1/1997 12:00:00 AM,2,"$544,080.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,7/29/1997 12:00:00 AM,8/26/1997 12:00:00 AM,8/1/1997 12:00:00 AM,2,"$8,110.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10614,BLAUS,8,7/29/1997 12:00:00 AM,8/26/1997 12:00:00 AM,8/1/1997 12:00:00 AM,3,"$1,930.00",Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10615,WILMK,2,7/30/1997 12:00:00 AM,8/27/1997 12:00:00 AM,8/6/1997 12:00:00 AM,3,"$0,750.00",Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland
10616,GREAL,1,7/31/1997 12:00:00 AM,8/28/1997 12:00:00 AM,8/5/1997 12:00:00 AM,2,"$116,530.00",Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,7/31/1997 12:00:00 AM,8/28/1997 12:00:00 AM,8/4/1997 12:00:00 AM,2,"$18,530.00",Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,1,8/1/1997 12:00:00 AM,9/12/1997 12:00:00 AM,8/8/1997 12:00:00 AM,1,"$154,680.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10619,MEREP,3,8/4/1997 12:00:00 AM,9/1/1997 12:00:00 AM,8/7/1997 12:00:00 AM,3,"$91,050.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10620,LAUGB,2,8/5/1997 12:00:00 AM,9/2/1997 12:00:00 AM,8/14/1997 12:00:00 AM,3,"$0,940.00",Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,4,8/5/1997 12:00:00 AM,9/2/1997 12:00:00 AM,8/11/1997 12:00:00 AM,2,"$23,730.00",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,8/6/1997 12:00:00 AM,9/3/1997 12:00:00 AM,8/11/1997 12:00:00 AM,3,"$50,970.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,8/7/1997 12:00:00 AM,9/4/1997 12:00:00 AM,8/12/1997 12:00:00 AM,2,"$97,180.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10624,THECR,4,8/7/1997 12:00:00 AM,9/4/1997 12:00:00 AM,8/19/1997 12:00:00 AM,2,"$94,800.00",The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,3,8/8/1997 12:00:00 AM,9/5/1997 12:00:00 AM,8/14/1997 12:00:00 AM,1,"$43,900.00",Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10626,BERGS,1,8/11/1997 12:00:00 AM,9/8/1997 12:00:00 AM,8/20/1997 12:00:00 AM,2,"$138,690.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10627,SAVEA,8,8/11/1997 12:00:00 AM,9/22/1997 12:00:00 AM,8/21/1997 12:00:00 AM,3,"$107,460.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,4,8/12/1997 12:00:00 AM,9/9/1997 12:00:00 AM,8/20/1997 12:00:00 AM,3,"$30,360.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10629,GODOS,4,8/12/1997 12:00:00 AM,9/9/1997 12:00:00 AM,8/20/1997 12:00:00 AM,3,"$85,460.00",Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10630,KOENE,1,8/13/1997 12:00:00 AM,9/10/1997 12:00:00 AM,8/19/1997 12:00:00 AM,2,"$32,350.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10631,LAMAI,8,8/14/1997 12:00:00 AM,9/11/1997 12:00:00 AM,8/15/1997 12:00:00 AM,1,"$0,870.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10632,WANDK,8,8/14/1997 12:00:00 AM,9/11/1997 12:00:00 AM,8/19/1997 12:00:00 AM,1,"$41,380.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10633,ERNSH,7,8/15/1997 12:00:00 AM,9/12/1997 12:00:00 AM,8/18/1997 12:00:00 AM,3,"$477,900.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10634,FOLIG,4,8/15/1997 12:00:00 AM,9/12/1997 12:00:00 AM,8/21/1997 12:00:00 AM,3,"$487,380.00",Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10635,MAGAA,8,8/18/1997 12:00:00 AM,9/15/1997 12:00:00 AM,8/21/1997 12:00:00 AM,3,"$47,460.00",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
